Iteration results:
Time: 338100 ns
Received messages count:
Employee ID: 24448, Received messages: 0
Employee ID: 24449, Received messages: 0
Employee ID: 24400, Received messages: 0
Employee ID: 24401, Received messages: 0
Employee ID: 24402, Received messages: 0
Employee ID: 24403, Received messages: 0
Employee ID: 24404, Received messages: 0
Employee ID: 24405, Received messages: 0
Employee ID: 24406, Received messages: 0
Employee ID: 24407, Received messages: 0
Employee ID: 24408, Received messages: 0
Employee ID: 24409, Received messages: 0
Employee ID: 24410, Received messages: 0
Employee ID: 24411, Received messages: 0
Employee ID: 24412, Received messages: 0
Employee ID: 24413, Received messages: 0
Employee ID: 24414, Received messages: 0
Employee ID: 24415, Received messages: 0
Employee ID: 24416, Received messages: 0
Employee ID: 24417, Received messages: 0
Employee ID: 24418, Received messages: 0
Employee ID: 24419, Received messages: 0
Employee ID: 24420, Received messages: 0
Employee ID: 24421, Received messages: 0
Employee ID: 24422, Received messages: 0
Employee ID: 24423, Received messages: 0
Employee ID: 24424, Received messages: 0
Employee ID: 24425, Received messages: 0
Employee ID: 24426, Received messages: 0
Employee ID: 24427, Received messages: 0
Employee ID: 24428, Received messages: 0
Employee ID: 24429, Received messages: 0
Employee ID: 24430, Received messages: 0
Employee ID: 24431, Received messages: 0
Employee ID: 24432, Received messages: 0
Employee ID: 24433, Received messages: 0
Employee ID: 24434, Received messages: 0
Employee ID: 24435, Received messages: 0
Employee ID: 24436, Received messages: 0
Employee ID: 24437, Received messages: 0
Employee ID: 24438, Received messages: 0
Employee ID: 24439, Received messages: 0
Employee ID: 24440, Received messages: 0
Employee ID: 24441, Received messages: 0
Employee ID: 24442, Received messages: 0
Employee ID: 24443, Received messages: 0
Employee ID: 24444, Received messages: 0
Employee ID: 24445, Received messages: 0
Employee ID: 24446, Received messages: 0
Employee ID: 24447, Received messages: 0
