Collector results:
Time: 208217500 ns
Received messages count:
Employee ID: 12288, Received messages: 0
Employee ID: 12289, Received messages: 0
Employee ID: 12290, Received messages: 0
Employee ID: 12291, Received messages: 0
Employee ID: 12292, Received messages: 0
Employee ID: 12293, Received messages: 0
Employee ID: 12294, Received messages: 0
Employee ID: 12295, Received messages: 0
Employee ID: 12296, Received messages: 0
Employee ID: 12297, Received messages: 0
Employee ID: 12298, Received messages: 0
Employee ID: 12299, Received messages: 0
Employee ID: 12300, Received messages: 0
Employee ID: 12301, Received messages: 0
Employee ID: 12302, Received messages: 0
Employee ID: 12303, Received messages: 0
Employee ID: 12304, Received messages: 0
Employee ID: 12305, Received messages: 0
Employee ID: 12306, Received messages: 0
Employee ID: 12307, Received messages: 0
Employee ID: 12308, Received messages: 0
Employee ID: 12309, Received messages: 0
Employee ID: 12310, Received messages: 0
Employee ID: 12311, Received messages: 0
Employee ID: 12312, Received messages: 0
Employee ID: 12313, Received messages: 0
Employee ID: 12314, Received messages: 0
Employee ID: 12315, Received messages: 0
Employee ID: 12316, Received messages: 0
Employee ID: 12317, Received messages: 0
Employee ID: 12318, Received messages: 0
Employee ID: 12319, Received messages: 0
Employee ID: 12320, Received messages: 0
Employee ID: 12321, Received messages: 0
Employee ID: 12322, Received messages: 0
Employee ID: 12323, Received messages: 0
Employee ID: 12324, Received messages: 0
Employee ID: 12325, Received messages: 0
Employee ID: 12326, Received messages: 0
Employee ID: 12327, Received messages: 0
Employee ID: 12328, Received messages: 0
Employee ID: 12329, Received messages: 0
Employee ID: 12330, Received messages: 0
Employee ID: 12331, Received messages: 0
Employee ID: 12332, Received messages: 0
Employee ID: 12333, Received messages: 0
Employee ID: 12334, Received messages: 0
Employee ID: 12335, Received messages: 0
Employee ID: 12336, Received messages: 0
Employee ID: 12337, Received messages: 0
Employee ID: 12338, Received messages: 0
Employee ID: 12339, Received messages: 0
Employee ID: 12340, Received messages: 0
Employee ID: 12341, Received messages: 0
Employee ID: 12342, Received messages: 0
Employee ID: 12343, Received messages: 0
Employee ID: 12344, Received messages: 0
Employee ID: 12345, Received messages: 0
Employee ID: 12346, Received messages: 0
Employee ID: 12347, Received messages: 0
Employee ID: 12348, Received messages: 0
Employee ID: 12349, Received messages: 0
Employee ID: 12350, Received messages: 0
Employee ID: 12351, Received messages: 0
Employee ID: 12352, Received messages: 0
Employee ID: 12353, Received messages: 0
Employee ID: 12354, Received messages: 0
Employee ID: 12355, Received messages: 0
Employee ID: 12356, Received messages: 0
Employee ID: 12357, Received messages: 0
Employee ID: 12358, Received messages: 0
Employee ID: 12359, Received messages: 0
Employee ID: 12360, Received messages: 0
Employee ID: 12361, Received messages: 0
Employee ID: 12362, Received messages: 0
Employee ID: 12363, Received messages: 0
Employee ID: 12364, Received messages: 0
Employee ID: 12365, Received messages: 0
Employee ID: 12366, Received messages: 0
Employee ID: 12367, Received messages: 0
Employee ID: 12368, Received messages: 0
Employee ID: 12369, Received messages: 0
Employee ID: 12370, Received messages: 0
Employee ID: 12371, Received messages: 0
Employee ID: 12372, Received messages: 0
Employee ID: 12373, Received messages: 0
Employee ID: 12374, Received messages: 0
Employee ID: 12375, Received messages: 0
