Collector results:
Time: 351100 ns
Received messages count:
Employee ID: 3072, Received messages: 0
Employee ID: 3073, Received messages: 0
Employee ID: 3074, Received messages: 0
Employee ID: 3075, Received messages: 0
Employee ID: 3076, Received messages: 0
Employee ID: 3077, Received messages: 0
Employee ID: 3078, Received messages: 0
Employee ID: 3079, Received messages: 0
Employee ID: 3080, Received messages: 0
Employee ID: 3081, Received messages: 0
Employee ID: 3082, Received messages: 0
Employee ID: 3083, Received messages: 0
Employee ID: 3084, Received messages: 0
Employee ID: 3085, Received messages: 0
Employee ID: 3086, Received messages: 0
Employee ID: 3087, Received messages: 0
Employee ID: 3088, Received messages: 0
Employee ID: 3089, Received messages: 0
Employee ID: 3090, Received messages: 0
Employee ID: 3091, Received messages: 0
Employee ID: 3092, Received messages: 0
Employee ID: 3093, Received messages: 0
Employee ID: 3094, Received messages: 0
Employee ID: 3095, Received messages: 0
Employee ID: 3096, Received messages: 0
Employee ID: 3097, Received messages: 0
Employee ID: 3098, Received messages: 0
Employee ID: 3099, Received messages: 0
Employee ID: 3050, Received messages: 0
Employee ID: 3051, Received messages: 0
Employee ID: 3052, Received messages: 0
Employee ID: 3053, Received messages: 0
Employee ID: 3054, Received messages: 0
Employee ID: 3055, Received messages: 0
Employee ID: 3056, Received messages: 0
Employee ID: 3057, Received messages: 0
Employee ID: 3058, Received messages: 0
Employee ID: 3059, Received messages: 0
Employee ID: 3060, Received messages: 0
Employee ID: 3061, Received messages: 0
Employee ID: 3062, Received messages: 0
Employee ID: 3063, Received messages: 0
Employee ID: 3064, Received messages: 0
Employee ID: 3065, Received messages: 0
Employee ID: 3066, Received messages: 0
Employee ID: 3067, Received messages: 0
Employee ID: 3068, Received messages: 0
Employee ID: 3069, Received messages: 0
Employee ID: 3070, Received messages: 0
Employee ID: 3071, Received messages: 0
