Iteration results:
Time: 429500 ns
Received messages count:
Employee ID: 27450, Received messages: 0
Employee ID: 27451, Received messages: 0
Employee ID: 27452, Received messages: 0
Employee ID: 27453, Received messages: 0
Employee ID: 27454, Received messages: 0
Employee ID: 27455, Received messages: 0
Employee ID: 27456, Received messages: 0
Employee ID: 27457, Received messages: 0
Employee ID: 27458, Received messages: 0
Employee ID: 27459, Received messages: 0
Employee ID: 27460, Received messages: 0
Employee ID: 27461, Received messages: 0
Employee ID: 27462, Received messages: 0
Employee ID: 27463, Received messages: 0
Employee ID: 27464, Received messages: 0
Employee ID: 27465, Received messages: 0
Employee ID: 27466, Received messages: 0
Employee ID: 27467, Received messages: 0
Employee ID: 27468, Received messages: 0
Employee ID: 27469, Received messages: 0
Employee ID: 27470, Received messages: 0
Employee ID: 27471, Received messages: 0
Employee ID: 27472, Received messages: 0
Employee ID: 27473, Received messages: 0
Employee ID: 27474, Received messages: 0
Employee ID: 27475, Received messages: 0
Employee ID: 27476, Received messages: 0
Employee ID: 27477, Received messages: 0
Employee ID: 27478, Received messages: 0
Employee ID: 27479, Received messages: 0
Employee ID: 27480, Received messages: 0
Employee ID: 27481, Received messages: 0
Employee ID: 27482, Received messages: 0
Employee ID: 27483, Received messages: 0
Employee ID: 27484, Received messages: 0
Employee ID: 27485, Received messages: 0
Employee ID: 27486, Received messages: 0
Employee ID: 27487, Received messages: 0
Employee ID: 27488, Received messages: 0
Employee ID: 27489, Received messages: 0
Employee ID: 27490, Received messages: 0
Employee ID: 27491, Received messages: 0
Employee ID: 27492, Received messages: 0
Employee ID: 27493, Received messages: 0
Employee ID: 27494, Received messages: 0
Employee ID: 27495, Received messages: 0
Employee ID: 27496, Received messages: 0
Employee ID: 27497, Received messages: 0
Employee ID: 27498, Received messages: 0
Employee ID: 27499, Received messages: 0
