Iteration results:
Time: 330200 ns
Received messages count:
Employee ID: 9150, Received messages: 0
Employee ID: 9151, Received messages: 0
Employee ID: 9152, Received messages: 0
Employee ID: 9153, Received messages: 0
Employee ID: 9154, Received messages: 0
Employee ID: 9155, Received messages: 0
Employee ID: 9156, Received messages: 0
Employee ID: 9157, Received messages: 0
Employee ID: 9158, Received messages: 0
Employee ID: 9159, Received messages: 0
Employee ID: 9160, Received messages: 0
Employee ID: 9161, Received messages: 0
Employee ID: 9162, Received messages: 0
Employee ID: 9163, Received messages: 0
Employee ID: 9164, Received messages: 0
Employee ID: 9165, Received messages: 0
Employee ID: 9166, Received messages: 0
Employee ID: 9167, Received messages: 0
Employee ID: 9168, Received messages: 0
Employee ID: 9169, Received messages: 0
Employee ID: 9170, Received messages: 0
Employee ID: 9171, Received messages: 0
Employee ID: 9172, Received messages: 0
Employee ID: 9173, Received messages: 0
Employee ID: 9174, Received messages: 0
Employee ID: 9175, Received messages: 0
Employee ID: 9176, Received messages: 0
Employee ID: 9177, Received messages: 0
Employee ID: 9178, Received messages: 0
Employee ID: 9179, Received messages: 0
Employee ID: 9180, Received messages: 0
Employee ID: 9181, Received messages: 0
Employee ID: 9182, Received messages: 0
Employee ID: 9183, Received messages: 0
Employee ID: 9184, Received messages: 0
Employee ID: 9185, Received messages: 0
Employee ID: 9186, Received messages: 0
Employee ID: 9187, Received messages: 0
Employee ID: 9188, Received messages: 0
Employee ID: 9189, Received messages: 0
Employee ID: 9190, Received messages: 0
Employee ID: 9191, Received messages: 0
Employee ID: 9192, Received messages: 0
Employee ID: 9193, Received messages: 0
Employee ID: 9194, Received messages: 0
Employee ID: 9195, Received messages: 0
Employee ID: 9196, Received messages: 0
Employee ID: 9197, Received messages: 0
Employee ID: 9198, Received messages: 0
Employee ID: 9199, Received messages: 0
