Collector results:
Time: 392300 ns
Received messages count:
Employee ID: 18304, Received messages: 0
Employee ID: 18305, Received messages: 0
Employee ID: 18306, Received messages: 0
Employee ID: 18307, Received messages: 0
Employee ID: 18308, Received messages: 0
Employee ID: 18309, Received messages: 0
Employee ID: 18310, Received messages: 0
Employee ID: 18311, Received messages: 0
Employee ID: 18312, Received messages: 0
Employee ID: 18313, Received messages: 0
Employee ID: 18314, Received messages: 0
Employee ID: 18315, Received messages: 0
Employee ID: 18316, Received messages: 0
Employee ID: 18317, Received messages: 0
Employee ID: 18318, Received messages: 0
Employee ID: 18319, Received messages: 0
Employee ID: 18320, Received messages: 0
Employee ID: 18321, Received messages: 0
Employee ID: 18322, Received messages: 0
Employee ID: 18323, Received messages: 0
Employee ID: 18324, Received messages: 0
Employee ID: 18325, Received messages: 0
Employee ID: 18326, Received messages: 0
Employee ID: 18327, Received messages: 0
Employee ID: 18328, Received messages: 0
Employee ID: 18329, Received messages: 0
Employee ID: 18330, Received messages: 0
Employee ID: 18331, Received messages: 0
Employee ID: 18332, Received messages: 0
Employee ID: 18333, Received messages: 0
Employee ID: 18334, Received messages: 0
Employee ID: 18335, Received messages: 0
Employee ID: 18336, Received messages: 0
Employee ID: 18337, Received messages: 0
Employee ID: 18338, Received messages: 0
Employee ID: 18339, Received messages: 0
Employee ID: 18340, Received messages: 0
Employee ID: 18341, Received messages: 0
Employee ID: 18342, Received messages: 0
Employee ID: 18343, Received messages: 0
Employee ID: 18344, Received messages: 0
Employee ID: 18345, Received messages: 0
Employee ID: 18346, Received messages: 0
Employee ID: 18347, Received messages: 0
Employee ID: 18348, Received messages: 0
Employee ID: 18349, Received messages: 0
Employee ID: 18300, Received messages: 0
Employee ID: 18301, Received messages: 0
Employee ID: 18302, Received messages: 0
Employee ID: 18303, Received messages: 0
