Iteration results:
Time: 451200 ns
Received messages count:
Employee ID: 21376, Received messages: 0
Employee ID: 21377, Received messages: 0
Employee ID: 21378, Received messages: 0
Employee ID: 21379, Received messages: 0
Employee ID: 21380, Received messages: 0
Employee ID: 21381, Received messages: 0
Employee ID: 21382, Received messages: 0
Employee ID: 21383, Received messages: 0
Employee ID: 21384, Received messages: 0
Employee ID: 21385, Received messages: 0
Employee ID: 21386, Received messages: 0
Employee ID: 21387, Received messages: 0
Employee ID: 21388, Received messages: 0
Employee ID: 21389, Received messages: 0
Employee ID: 21390, Received messages: 0
Employee ID: 21391, Received messages: 0
Employee ID: 21392, Received messages: 0
Employee ID: 21393, Received messages: 0
Employee ID: 21394, Received messages: 0
Employee ID: 21395, Received messages: 0
Employee ID: 21396, Received messages: 0
Employee ID: 21397, Received messages: 0
Employee ID: 21398, Received messages: 0
Employee ID: 21399, Received messages: 0
Employee ID: 21350, Received messages: 0
Employee ID: 21351, Received messages: 0
Employee ID: 21352, Received messages: 0
Employee ID: 21353, Received messages: 0
Employee ID: 21354, Received messages: 0
Employee ID: 21355, Received messages: 0
Employee ID: 21356, Received messages: 0
Employee ID: 21357, Received messages: 0
Employee ID: 21358, Received messages: 0
Employee ID: 21359, Received messages: 0
Employee ID: 21360, Received messages: 0
Employee ID: 21361, Received messages: 0
Employee ID: 21362, Received messages: 0
Employee ID: 21363, Received messages: 0
Employee ID: 21364, Received messages: 0
Employee ID: 21365, Received messages: 0
Employee ID: 21366, Received messages: 0
Employee ID: 21367, Received messages: 0
Employee ID: 21368, Received messages: 0
Employee ID: 21369, Received messages: 0
Employee ID: 21370, Received messages: 0
Employee ID: 21371, Received messages: 0
Employee ID: 21372, Received messages: 0
Employee ID: 21373, Received messages: 0
Employee ID: 21374, Received messages: 0
Employee ID: 21375, Received messages: 0
