Iteration results:
Time: 25796506100 ns
Received messages count:
Employee ID: 16384, Received messages: 0
Employee ID: 16385, Received messages: 0
Employee ID: 16386, Received messages: 0
Employee ID: 16387, Received messages: 0
Employee ID: 16388, Received messages: 0
Employee ID: 16389, Received messages: 0
Employee ID: 16390, Received messages: 0
Employee ID: 16391, Received messages: 0
Employee ID: 16392, Received messages: 0
Employee ID: 16393, Received messages: 0
Employee ID: 16394, Received messages: 0
Employee ID: 16395, Received messages: 0
Employee ID: 16396, Received messages: 0
Employee ID: 16397, Received messages: 0
Employee ID: 16398, Received messages: 0
Employee ID: 16399, Received messages: 0
Employee ID: 16400, Received messages: 0
Employee ID: 16401, Received messages: 0
Employee ID: 16402, Received messages: 0
Employee ID: 16403, Received messages: 0
Employee ID: 16404, Received messages: 0
Employee ID: 16405, Received messages: 0
Employee ID: 16406, Received messages: 0
Employee ID: 16407, Received messages: 0
Employee ID: 16408, Received messages: 0
Employee ID: 16409, Received messages: 0
Employee ID: 16410, Received messages: 0
Employee ID: 16411, Received messages: 0
Employee ID: 16412, Received messages: 0
Employee ID: 16413, Received messages: 0
Employee ID: 16414, Received messages: 0
Employee ID: 16415, Received messages: 0
Employee ID: 16416, Received messages: 0
Employee ID: 16417, Received messages: 0
Employee ID: 16418, Received messages: 0
Employee ID: 16419, Received messages: 0
Employee ID: 16420, Received messages: 0
Employee ID: 16421, Received messages: 0
Employee ID: 16422, Received messages: 0
Employee ID: 16423, Received messages: 0
Employee ID: 16424, Received messages: 0
Employee ID: 16425, Received messages: 0
Employee ID: 16426, Received messages: 0
Employee ID: 16427, Received messages: 0
Employee ID: 16428, Received messages: 0
Employee ID: 16429, Received messages: 0
Employee ID: 16430, Received messages: 0
Employee ID: 16431, Received messages: 0
Employee ID: 16432, Received messages: 0
Employee ID: 16433, Received messages: 0
Employee ID: 16434, Received messages: 0
Employee ID: 16435, Received messages: 0
Employee ID: 16436, Received messages: 0
Employee ID: 16437, Received messages: 0
Employee ID: 16438, Received messages: 0
Employee ID: 16439, Received messages: 0
Employee ID: 16440, Received messages: 0
Employee ID: 16441, Received messages: 0
Employee ID: 16442, Received messages: 0
Employee ID: 16443, Received messages: 0
