Iteration results:
Time: 186175900 ns
Received messages count:
Employee ID: 27648, Received messages: 0
Employee ID: 27649, Received messages: 0
Employee ID: 27650, Received messages: 0
Employee ID: 27651, Received messages: 0
Employee ID: 27652, Received messages: 0
Employee ID: 27653, Received messages: 0
Employee ID: 27654, Received messages: 0
Employee ID: 27655, Received messages: 0
Employee ID: 27656, Received messages: 0
Employee ID: 27657, Received messages: 0
Employee ID: 27658, Received messages: 0
Employee ID: 27659, Received messages: 0
Employee ID: 27660, Received messages: 0
Employee ID: 27661, Received messages: 0
Employee ID: 27662, Received messages: 0
Employee ID: 27663, Received messages: 0
Employee ID: 27664, Received messages: 0
Employee ID: 27665, Received messages: 0
Employee ID: 27666, Received messages: 0
Employee ID: 27667, Received messages: 0
Employee ID: 27668, Received messages: 0
Employee ID: 27669, Received messages: 0
Employee ID: 27670, Received messages: 0
Employee ID: 27671, Received messages: 0
Employee ID: 27672, Received messages: 0
Employee ID: 27673, Received messages: 0
Employee ID: 27674, Received messages: 0
Employee ID: 27675, Received messages: 0
Employee ID: 27676, Received messages: 0
Employee ID: 27677, Received messages: 0
Employee ID: 27678, Received messages: 0
Employee ID: 27679, Received messages: 0
Employee ID: 27680, Received messages: 0
Employee ID: 27681, Received messages: 0
Employee ID: 27682, Received messages: 0
Employee ID: 27683, Received messages: 0
Employee ID: 27684, Received messages: 0
Employee ID: 27685, Received messages: 0
Employee ID: 27686, Received messages: 0
Employee ID: 27687, Received messages: 0
Employee ID: 27688, Received messages: 0
Employee ID: 27689, Received messages: 0
Employee ID: 27690, Received messages: 0
Employee ID: 27691, Received messages: 0
Employee ID: 27692, Received messages: 0
Employee ID: 27693, Received messages: 0
Employee ID: 27694, Received messages: 0
Employee ID: 27695, Received messages: 0
Employee ID: 27696, Received messages: 0
Employee ID: 27697, Received messages: 0
Employee ID: 27698, Received messages: 0
Employee ID: 27699, Received messages: 0
Employee ID: 27700, Received messages: 0
Employee ID: 27701, Received messages: 0
Employee ID: 27702, Received messages: 0
Employee ID: 27703, Received messages: 0
Employee ID: 27704, Received messages: 0
Employee ID: 27705, Received messages: 0
Employee ID: 27706, Received messages: 0
Employee ID: 27707, Received messages: 0
Employee ID: 27708, Received messages: 0
Employee ID: 27709, Received messages: 0
Employee ID: 27710, Received messages: 0
Employee ID: 27711, Received messages: 0
Employee ID: 27712, Received messages: 0
Employee ID: 27713, Received messages: 0
Employee ID: 27714, Received messages: 0
Employee ID: 27715, Received messages: 0
Employee ID: 27716, Received messages: 0
Employee ID: 27717, Received messages: 0
Employee ID: 27718, Received messages: 0
Employee ID: 27719, Received messages: 0
Employee ID: 27720, Received messages: 0
Employee ID: 27721, Received messages: 0
Employee ID: 27722, Received messages: 0
Employee ID: 27723, Received messages: 0
Employee ID: 27724, Received messages: 0
Employee ID: 27725, Received messages: 0
Employee ID: 27726, Received messages: 0
Employee ID: 27727, Received messages: 0
Employee ID: 27728, Received messages: 0
Employee ID: 27729, Received messages: 0
Employee ID: 27730, Received messages: 0
Employee ID: 27731, Received messages: 0
Employee ID: 27732, Received messages: 0
Employee ID: 27733, Received messages: 0
Employee ID: 27734, Received messages: 0
Employee ID: 27735, Received messages: 0
Employee ID: 27736, Received messages: 0
Employee ID: 27737, Received messages: 0
Employee ID: 27738, Received messages: 0
Employee ID: 27739, Received messages: 0
Employee ID: 27740, Received messages: 0
Employee ID: 27741, Received messages: 0
Employee ID: 27742, Received messages: 0
Employee ID: 27743, Received messages: 0
Employee ID: 27744, Received messages: 0
Employee ID: 27745, Received messages: 0
Employee ID: 27746, Received messages: 0
Employee ID: 27747, Received messages: 0
Employee ID: 27748, Received messages: 0
Employee ID: 27749, Received messages: 0
Employee ID: 27750, Received messages: 0
Employee ID: 27751, Received messages: 0
Employee ID: 27752, Received messages: 0
Employee ID: 27753, Received messages: 0
Employee ID: 27754, Received messages: 0
Employee ID: 27755, Received messages: 0
Employee ID: 27756, Received messages: 0
