Iteration results:
Time: 233336300 ns
Received messages count:
Employee ID: 21504, Received messages: 0
Employee ID: 21505, Received messages: 0
Employee ID: 21506, Received messages: 0
Employee ID: 21507, Received messages: 0
Employee ID: 21508, Received messages: 0
Employee ID: 21509, Received messages: 0
Employee ID: 21510, Received messages: 0
Employee ID: 21511, Received messages: 0
Employee ID: 21512, Received messages: 0
Employee ID: 21513, Received messages: 0
Employee ID: 21514, Received messages: 0
Employee ID: 21515, Received messages: 0
Employee ID: 21516, Received messages: 0
Employee ID: 21517, Received messages: 0
Employee ID: 21518, Received messages: 0
Employee ID: 21519, Received messages: 0
Employee ID: 21520, Received messages: 0
Employee ID: 21521, Received messages: 0
Employee ID: 21522, Received messages: 0
Employee ID: 21523, Received messages: 0
Employee ID: 21524, Received messages: 0
Employee ID: 21525, Received messages: 0
Employee ID: 21526, Received messages: 0
Employee ID: 21527, Received messages: 0
Employee ID: 21528, Received messages: 0
Employee ID: 21529, Received messages: 0
Employee ID: 21530, Received messages: 0
Employee ID: 21531, Received messages: 0
Employee ID: 21532, Received messages: 0
Employee ID: 21533, Received messages: 0
Employee ID: 21534, Received messages: 0
Employee ID: 21535, Received messages: 0
Employee ID: 21536, Received messages: 0
Employee ID: 21537, Received messages: 0
Employee ID: 21538, Received messages: 0
Employee ID: 21539, Received messages: 0
Employee ID: 21540, Received messages: 0
Employee ID: 21541, Received messages: 0
Employee ID: 21542, Received messages: 0
Employee ID: 21543, Received messages: 0
Employee ID: 21544, Received messages: 0
Employee ID: 21545, Received messages: 0
Employee ID: 21546, Received messages: 0
Employee ID: 21547, Received messages: 0
Employee ID: 21548, Received messages: 0
Employee ID: 21549, Received messages: 0
Employee ID: 21550, Received messages: 0
Employee ID: 21551, Received messages: 0
Employee ID: 21552, Received messages: 0
Employee ID: 21553, Received messages: 0
Employee ID: 21554, Received messages: 0
Employee ID: 21555, Received messages: 0
Employee ID: 21556, Received messages: 0
Employee ID: 21557, Received messages: 0
Employee ID: 21558, Received messages: 0
Employee ID: 21559, Received messages: 0
Employee ID: 21560, Received messages: 0
Employee ID: 21561, Received messages: 0
Employee ID: 21562, Received messages: 0
Employee ID: 21563, Received messages: 0
Employee ID: 21564, Received messages: 0
Employee ID: 21565, Received messages: 0
Employee ID: 21566, Received messages: 0
Employee ID: 21567, Received messages: 0
Employee ID: 21568, Received messages: 0
Employee ID: 21569, Received messages: 0
Employee ID: 21570, Received messages: 0
Employee ID: 21571, Received messages: 0
Employee ID: 21572, Received messages: 0
Employee ID: 21573, Received messages: 0
Employee ID: 21574, Received messages: 0
Employee ID: 21575, Received messages: 0
Employee ID: 21576, Received messages: 0
Employee ID: 21577, Received messages: 0
Employee ID: 21578, Received messages: 0
Employee ID: 21579, Received messages: 0
Employee ID: 21580, Received messages: 0
Employee ID: 21581, Received messages: 0
Employee ID: 21582, Received messages: 0
Employee ID: 21583, Received messages: 0
Employee ID: 21584, Received messages: 0
Employee ID: 21585, Received messages: 0
Employee ID: 21586, Received messages: 0
Employee ID: 21587, Received messages: 0
Employee ID: 21588, Received messages: 0
Employee ID: 21589, Received messages: 0
Employee ID: 21590, Received messages: 0
Employee ID: 21591, Received messages: 0
Employee ID: 21592, Received messages: 0
Employee ID: 21593, Received messages: 0
Employee ID: 21594, Received messages: 0
Employee ID: 21595, Received messages: 0
Employee ID: 21596, Received messages: 0
Employee ID: 21597, Received messages: 0
Employee ID: 21598, Received messages: 0
Employee ID: 21599, Received messages: 0
Employee ID: 21600, Received messages: 0
Employee ID: 21601, Received messages: 0
Employee ID: 21602, Received messages: 0
Employee ID: 21603, Received messages: 0
Employee ID: 21604, Received messages: 0
Employee ID: 21605, Received messages: 0
Employee ID: 21606, Received messages: 0
Employee ID: 21607, Received messages: 0
Employee ID: 21608, Received messages: 0
Employee ID: 21609, Received messages: 0
Employee ID: 21610, Received messages: 0
Employee ID: 21611, Received messages: 0
Employee ID: 21612, Received messages: 0
Employee ID: 21613, Received messages: 0
Employee ID: 21614, Received messages: 0
Employee ID: 21615, Received messages: 0
Employee ID: 21616, Received messages: 0
Employee ID: 21617, Received messages: 0
Employee ID: 21618, Received messages: 0
Employee ID: 21619, Received messages: 0
Employee ID: 21620, Received messages: 0
Employee ID: 21621, Received messages: 0
Employee ID: 21622, Received messages: 0
Employee ID: 21623, Received messages: 0
Employee ID: 21624, Received messages: 0
Employee ID: 21625, Received messages: 0
Employee ID: 21626, Received messages: 0
Employee ID: 21627, Received messages: 0
Employee ID: 21628, Received messages: 0
Employee ID: 21629, Received messages: 0
Employee ID: 21630, Received messages: 0
Employee ID: 21631, Received messages: 0
Employee ID: 21632, Received messages: 0
Employee ID: 21633, Received messages: 0
Employee ID: 21634, Received messages: 0
Employee ID: 21635, Received messages: 0
Employee ID: 21636, Received messages: 0
Employee ID: 21637, Received messages: 0
Employee ID: 21638, Received messages: 0
Employee ID: 21639, Received messages: 0
Employee ID: 21640, Received messages: 0
Employee ID: 21641, Received messages: 0
Employee ID: 21642, Received messages: 0
Employee ID: 21643, Received messages: 0
Employee ID: 21644, Received messages: 0
Employee ID: 21645, Received messages: 0
Employee ID: 21646, Received messages: 0
Employee ID: 21647, Received messages: 0
Employee ID: 21648, Received messages: 0
Employee ID: 21649, Received messages: 0
Employee ID: 21650, Received messages: 0
Employee ID: 21651, Received messages: 0
Employee ID: 21652, Received messages: 0
Employee ID: 21653, Received messages: 0
Employee ID: 21654, Received messages: 0
Employee ID: 21655, Received messages: 0
Employee ID: 21656, Received messages: 0
Employee ID: 21657, Received messages: 0
Employee ID: 21658, Received messages: 0
Employee ID: 21659, Received messages: 0
Employee ID: 21660, Received messages: 0
Employee ID: 21661, Received messages: 0
Employee ID: 21662, Received messages: 0
Employee ID: 21663, Received messages: 0
Employee ID: 21664, Received messages: 0
Employee ID: 21665, Received messages: 0
Employee ID: 21666, Received messages: 0
Employee ID: 21667, Received messages: 0
Employee ID: 21668, Received messages: 0
Employee ID: 21669, Received messages: 0
Employee ID: 21670, Received messages: 0
Employee ID: 21671, Received messages: 0
Employee ID: 21672, Received messages: 0
Employee ID: 21673, Received messages: 0
Employee ID: 21674, Received messages: 0
Employee ID: 21675, Received messages: 0
Employee ID: 21676, Received messages: 0
Employee ID: 21677, Received messages: 0
Employee ID: 21678, Received messages: 0
Employee ID: 21679, Received messages: 0
Employee ID: 21680, Received messages: 0
Employee ID: 21681, Received messages: 0
Employee ID: 21682, Received messages: 0
Employee ID: 21683, Received messages: 0
Employee ID: 21684, Received messages: 0
