Collector results:
Time: 19683164100 ns
Received messages count:
Employee ID: 21900, Received messages: 0
Employee ID: 21901, Received messages: 0
Employee ID: 21902, Received messages: 0
Employee ID: 21903, Received messages: 0
Employee ID: 21904, Received messages: 0
Employee ID: 21905, Received messages: 0
Employee ID: 21906, Received messages: 0
Employee ID: 21907, Received messages: 0
Employee ID: 21908, Received messages: 0
Employee ID: 21909, Received messages: 0
Employee ID: 21910, Received messages: 0
Employee ID: 21911, Received messages: 0
Employee ID: 21912, Received messages: 0
Employee ID: 21913, Received messages: 0
Employee ID: 21914, Received messages: 0
Employee ID: 21915, Received messages: 0
Employee ID: 21916, Received messages: 0
Employee ID: 21917, Received messages: 0
Employee ID: 21918, Received messages: 0
Employee ID: 21919, Received messages: 0
Employee ID: 21920, Received messages: 0
Employee ID: 21921, Received messages: 0
Employee ID: 21922, Received messages: 0
Employee ID: 21923, Received messages: 0
Employee ID: 21924, Received messages: 0
Employee ID: 21925, Received messages: 0
Employee ID: 21926, Received messages: 0
Employee ID: 21927, Received messages: 0
Employee ID: 21928, Received messages: 0
Employee ID: 21929, Received messages: 0
Employee ID: 21930, Received messages: 0
Employee ID: 21931, Received messages: 0
Employee ID: 21932, Received messages: 0
Employee ID: 21933, Received messages: 0
Employee ID: 21934, Received messages: 0
Employee ID: 21935, Received messages: 0
Employee ID: 21936, Received messages: 0
Employee ID: 21937, Received messages: 0
Employee ID: 21938, Received messages: 0
Employee ID: 21939, Received messages: 0
Employee ID: 21940, Received messages: 0
Employee ID: 21941, Received messages: 0
Employee ID: 21942, Received messages: 0
Employee ID: 21943, Received messages: 0
Employee ID: 21944, Received messages: 0
Employee ID: 21945, Received messages: 0
Employee ID: 21946, Received messages: 0
Employee ID: 21947, Received messages: 0
Employee ID: 21948, Received messages: 0
Employee ID: 21949, Received messages: 0
Employee ID: 21950, Received messages: 0
Employee ID: 21951, Received messages: 0
Employee ID: 21952, Received messages: 0
Employee ID: 21953, Received messages: 0
Employee ID: 21954, Received messages: 0
Employee ID: 21955, Received messages: 0
Employee ID: 21956, Received messages: 0
Employee ID: 21957, Received messages: 0
Employee ID: 21958, Received messages: 0
Employee ID: 21959, Received messages: 0
Employee ID: 21960, Received messages: 0
Employee ID: 21961, Received messages: 0
Employee ID: 21962, Received messages: 0
Employee ID: 21963, Received messages: 0
Employee ID: 21964, Received messages: 0
Employee ID: 21965, Received messages: 0
Employee ID: 21966, Received messages: 0
Employee ID: 21967, Received messages: 0
Employee ID: 21968, Received messages: 0
Employee ID: 21969, Received messages: 0
Employee ID: 21970, Received messages: 0
Employee ID: 21971, Received messages: 0
Employee ID: 21972, Received messages: 0
Employee ID: 21973, Received messages: 0
Employee ID: 21974, Received messages: 0
Employee ID: 21975, Received messages: 0
Employee ID: 21976, Received messages: 0
Employee ID: 21977, Received messages: 0
Employee ID: 21978, Received messages: 0
Employee ID: 21979, Received messages: 0
Employee ID: 21980, Received messages: 0
Employee ID: 21981, Received messages: 0
Employee ID: 21982, Received messages: 0
Employee ID: 21983, Received messages: 0
