Collector results:
Time: 15429033000 ns
Received messages count:
Employee ID: 28672, Received messages: 0
Employee ID: 28673, Received messages: 0
Employee ID: 28674, Received messages: 0
Employee ID: 28675, Received messages: 0
Employee ID: 28676, Received messages: 0
Employee ID: 28677, Received messages: 0
Employee ID: 28678, Received messages: 0
Employee ID: 28679, Received messages: 0
Employee ID: 28680, Received messages: 0
Employee ID: 28681, Received messages: 0
Employee ID: 28682, Received messages: 0
Employee ID: 28683, Received messages: 0
Employee ID: 28684, Received messages: 0
Employee ID: 28685, Received messages: 0
Employee ID: 28686, Received messages: 0
Employee ID: 28687, Received messages: 0
Employee ID: 28688, Received messages: 0
Employee ID: 28689, Received messages: 0
Employee ID: 28690, Received messages: 0
Employee ID: 28691, Received messages: 0
Employee ID: 28692, Received messages: 0
Employee ID: 28693, Received messages: 0
Employee ID: 28694, Received messages: 0
Employee ID: 28695, Received messages: 0
Employee ID: 28696, Received messages: 0
Employee ID: 28697, Received messages: 0
Employee ID: 28698, Received messages: 0
Employee ID: 28699, Received messages: 0
Employee ID: 28700, Received messages: 0
Employee ID: 28701, Received messages: 0
Employee ID: 28702, Received messages: 0
Employee ID: 28703, Received messages: 0
Employee ID: 28704, Received messages: 0
Employee ID: 28705, Received messages: 0
Employee ID: 28706, Received messages: 0
Employee ID: 28707, Received messages: 0
Employee ID: 28708, Received messages: 0
Employee ID: 28709, Received messages: 0
Employee ID: 28710, Received messages: 0
Employee ID: 28711, Received messages: 0
Employee ID: 28712, Received messages: 0
Employee ID: 28713, Received messages: 0
Employee ID: 28714, Received messages: 0
Employee ID: 28715, Received messages: 0
Employee ID: 28716, Received messages: 0
Employee ID: 28717, Received messages: 0
Employee ID: 28718, Received messages: 0
Employee ID: 28719, Received messages: 0
Employee ID: 28720, Received messages: 0
Employee ID: 28721, Received messages: 0
Employee ID: 28722, Received messages: 0
Employee ID: 28723, Received messages: 0
Employee ID: 28724, Received messages: 0
Employee ID: 28725, Received messages: 0
Employee ID: 28726, Received messages: 0
Employee ID: 28727, Received messages: 0
Employee ID: 28728, Received messages: 0
Employee ID: 28729, Received messages: 0
Employee ID: 28730, Received messages: 0
Employee ID: 28731, Received messages: 0
Employee ID: 28732, Received messages: 0
Employee ID: 28733, Received messages: 0
Employee ID: 28734, Received messages: 0
Employee ID: 28735, Received messages: 0
Employee ID: 28736, Received messages: 0
Employee ID: 28737, Received messages: 0
Employee ID: 28738, Received messages: 0
Employee ID: 28739, Received messages: 0
Employee ID: 28740, Received messages: 0
Employee ID: 28741, Received messages: 0
Employee ID: 28742, Received messages: 0
Employee ID: 28743, Received messages: 0
Employee ID: 28744, Received messages: 0
Employee ID: 28745, Received messages: 0
Employee ID: 28746, Received messages: 0
Employee ID: 28747, Received messages: 0
Employee ID: 28748, Received messages: 0
Employee ID: 28749, Received messages: 0
Employee ID: 28750, Received messages: 0
