Collector results:
Time: 96367100 ns
Received messages count:
Employee ID: 9216, Received messages: 0
Employee ID: 9217, Received messages: 0
Employee ID: 9218, Received messages: 0
Employee ID: 9219, Received messages: 0
Employee ID: 9220, Received messages: 0
Employee ID: 9221, Received messages: 0
Employee ID: 9222, Received messages: 0
Employee ID: 9223, Received messages: 0
Employee ID: 9224, Received messages: 0
Employee ID: 9225, Received messages: 0
Employee ID: 9226, Received messages: 0
Employee ID: 9227, Received messages: 0
Employee ID: 9228, Received messages: 0
Employee ID: 9229, Received messages: 0
Employee ID: 9230, Received messages: 0
Employee ID: 9231, Received messages: 0
Employee ID: 9232, Received messages: 0
Employee ID: 9233, Received messages: 0
Employee ID: 9234, Received messages: 0
Employee ID: 9235, Received messages: 0
Employee ID: 9236, Received messages: 0
Employee ID: 9237, Received messages: 0
Employee ID: 9238, Received messages: 0
Employee ID: 9239, Received messages: 0
Employee ID: 9240, Received messages: 0
Employee ID: 9241, Received messages: 0
Employee ID: 9242, Received messages: 0
Employee ID: 9243, Received messages: 0
Employee ID: 9244, Received messages: 0
Employee ID: 9245, Received messages: 0
Employee ID: 9246, Received messages: 0
Employee ID: 9247, Received messages: 0
Employee ID: 9248, Received messages: 0
Employee ID: 9249, Received messages: 0
Employee ID: 9250, Received messages: 0
Employee ID: 9251, Received messages: 0
Employee ID: 9252, Received messages: 0
Employee ID: 9253, Received messages: 0
Employee ID: 9254, Received messages: 0
Employee ID: 9255, Received messages: 0
Employee ID: 9256, Received messages: 0
Employee ID: 9257, Received messages: 0
Employee ID: 9258, Received messages: 0
Employee ID: 9259, Received messages: 0
Employee ID: 9260, Received messages: 0
Employee ID: 9261, Received messages: 0
Employee ID: 9262, Received messages: 0
Employee ID: 9263, Received messages: 0
Employee ID: 9264, Received messages: 0
Employee ID: 9265, Received messages: 0
Employee ID: 9266, Received messages: 0
Employee ID: 9267, Received messages: 0
Employee ID: 9268, Received messages: 0
Employee ID: 9269, Received messages: 0
Employee ID: 9270, Received messages: 0
Employee ID: 9271, Received messages: 0
Employee ID: 9272, Received messages: 0
Employee ID: 9273, Received messages: 0
Employee ID: 9274, Received messages: 0
Employee ID: 9275, Received messages: 0
Employee ID: 9276, Received messages: 0
Employee ID: 9277, Received messages: 0
Employee ID: 9278, Received messages: 0
Employee ID: 9279, Received messages: 0
Employee ID: 9280, Received messages: 0
Employee ID: 9281, Received messages: 0
Employee ID: 9282, Received messages: 0
Employee ID: 9283, Received messages: 0
Employee ID: 9284, Received messages: 0
Employee ID: 9285, Received messages: 0
Employee ID: 9286, Received messages: 0
Employee ID: 9287, Received messages: 0
Employee ID: 9288, Received messages: 0
Employee ID: 9289, Received messages: 0
Employee ID: 9290, Received messages: 0
Employee ID: 9291, Received messages: 0
Employee ID: 9292, Received messages: 0
Employee ID: 9293, Received messages: 0
Employee ID: 9294, Received messages: 0
Employee ID: 9295, Received messages: 0
Employee ID: 9296, Received messages: 0
Employee ID: 9297, Received messages: 0
Employee ID: 9298, Received messages: 0
Employee ID: 9299, Received messages: 0
Employee ID: 9300, Received messages: 0
Employee ID: 9301, Received messages: 0
Employee ID: 9302, Received messages: 0
Employee ID: 9303, Received messages: 0
Employee ID: 9304, Received messages: 0
Employee ID: 9305, Received messages: 0
Employee ID: 9306, Received messages: 0
Employee ID: 9307, Received messages: 0
Employee ID: 9308, Received messages: 0
Employee ID: 9309, Received messages: 0
Employee ID: 9310, Received messages: 0
Employee ID: 9311, Received messages: 0
Employee ID: 9312, Received messages: 0
Employee ID: 9313, Received messages: 0
Employee ID: 9314, Received messages: 0
Employee ID: 9315, Received messages: 0
Employee ID: 9316, Received messages: 0
Employee ID: 9317, Received messages: 0
Employee ID: 9318, Received messages: 0
Employee ID: 9319, Received messages: 0
Employee ID: 9320, Received messages: 0
Employee ID: 9321, Received messages: 0
Employee ID: 9322, Received messages: 0
Employee ID: 9323, Received messages: 0
Employee ID: 9324, Received messages: 0
Employee ID: 9325, Received messages: 0
Employee ID: 9326, Received messages: 0
Employee ID: 9327, Received messages: 0
Employee ID: 9328, Received messages: 0
Employee ID: 9329, Received messages: 0
Employee ID: 9330, Received messages: 0
Employee ID: 9331, Received messages: 0
Employee ID: 9332, Received messages: 0
Employee ID: 9333, Received messages: 0
Employee ID: 9334, Received messages: 0
Employee ID: 9335, Received messages: 0
Employee ID: 9336, Received messages: 0
Employee ID: 9337, Received messages: 0
Employee ID: 9338, Received messages: 0
Employee ID: 9339, Received messages: 0
Employee ID: 9340, Received messages: 0
Employee ID: 9341, Received messages: 0
Employee ID: 9342, Received messages: 0
Employee ID: 9343, Received messages: 0
Employee ID: 9344, Received messages: 0
Employee ID: 9345, Received messages: 0
Employee ID: 9346, Received messages: 0
Employee ID: 9347, Received messages: 0
Employee ID: 9348, Received messages: 0
Employee ID: 9349, Received messages: 0
Employee ID: 9350, Received messages: 0
Employee ID: 9351, Received messages: 0
Employee ID: 9352, Received messages: 0
Employee ID: 9353, Received messages: 0
Employee ID: 9354, Received messages: 0
Employee ID: 9355, Received messages: 0
Employee ID: 9356, Received messages: 0
Employee ID: 9357, Received messages: 0
Employee ID: 9358, Received messages: 0
Employee ID: 9359, Received messages: 0
Employee ID: 9360, Received messages: 0
Employee ID: 9361, Received messages: 0
Employee ID: 9362, Received messages: 0
Employee ID: 9363, Received messages: 0
Employee ID: 9364, Received messages: 0
Employee ID: 9365, Received messages: 0
Employee ID: 9366, Received messages: 0
Employee ID: 9367, Received messages: 0
Employee ID: 9368, Received messages: 0
Employee ID: 9369, Received messages: 0
Employee ID: 9370, Received messages: 0
Employee ID: 9371, Received messages: 0
Employee ID: 9372, Received messages: 0
Employee ID: 9373, Received messages: 0
Employee ID: 9374, Received messages: 0
Employee ID: 9375, Received messages: 0
Employee ID: 9376, Received messages: 0
Employee ID: 9377, Received messages: 0
Employee ID: 9378, Received messages: 0
